AnimalName,Breed,Age,Weight_kg,MedicalHistory,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5
cat,Sphynx,0.5,6.2,Previous heart condition,Vomiting,Weakness,Coughing,Difficult in walking,Nesting behaviour
cat,Sphynx,12.7,4.5,Allergies,Urine infection,Sneezing,Vomiting,Pain,Anorexia
cat,Sphynx,16.1,5.8,Not vaccinated,Shaking head,Scartching ear,Black on ear,Bad smell,Red and inflammation ear
Dog,Beagle,3.7,15.4,Dental issues,Lethargy,Pain,Vomiting,Pain,Fever
Dog,Bulldog,3.2,21.7,Recent surgery,Fever,Diarrhea,Vomiting,Blood from mouth,Shock
Dog,Rottweiler,2.0,44.9,Allergies,extending its neck,gasping for air,gasping for breath,difficulty swallowing,gasping for breath
Dog,Yorkshire Terrier,15.0,8.0,Previous kidney disease,Vomiting,Coughing,Diarrhea,Weakness,Sneezing
Dog,Golden Retriever,5.7,35.2,Recent surgery,Sneezing,Weakness,Fever,Weight loss,Loss of appettite
Dog,Bulldog,7.7,25.5,Previous kidney disease,Vomiting,Week pulse,Pain,Diarrhea,Anorexia
Dog,Beagle,3.0,15.0,Parasite history,Sensitivity to bright light,depression,Lethargy,Production of mucus,Anorexia
Dog,Yorkshire Terrier,10.4,7.9,Previous kidney disease,Fever,Anorexia,Diarrhea,Lethargy,Sneezing
cat,Ragdoll,15.2,7.6,Skin conditions history,loss of appetite,lathargy,abortion,gurgling sound,Depression
cat,British Shorthair,10.1,3.5,Recent surgery,Lethargy,Blood stool,Neck Vein Swelling,Pain,Vomiting
cat,Sphynx,8.8,5.0,Dental issues,Weakness,Weakness,Fever,Vomiting,Fever
cat,Ragdoll,9.7,7.6,Vaccinated,Pain,Fever,Vomiting,Hot joints,Succumb
Dog,Yorkshire Terrier,12.8,5.6,Parasite history,Swelling,Emaciation,Forthy eye,Torticollis,Weakness
Dog,Golden Retriever,0.5,25.1,Vaccinated,Joint Pain,Coughing,Staggering as drunk,Lethargy,Hot joints
cat,Siamese,3.3,3.0,Recent surgery,Sudden death,Trouble walking,Paralysis,Depression,Convulsion
cat,Siamese,1.4,3.8,Not vaccinated,Sensitivity to bright light,Disharge from affected eye,Inflammation,Clouded cornea,Rubbing eye
Dog,Labrador Retriever,5.8,37.5,Allergies,Weakness,Weakness,Skin ulcer,Nostrils,Sensitive to touch
Dog,Yorkshire Terrier,9.8,7.4,Previous kidney disease,weakness,Eye redness,Excessive eye watering,Mucus discharge from the eye,Frequent eye Infections
Dog,Boxer,10.1,30.0,Skin conditions history,Anorexia,Weight loss,Diarrhea,Sneezing,Anorexia
cat,British Shorthair,4.9,2.8,Previous heart condition,Fever,Lameness,Wasting,Blindness,Staggering
cat,Siamese,7.7,2.5,Previous kidney disease,Fever,Diarrhea,Muscle weakness,Muscle pain,Abdonormal discomfort
cat,Bengal,6.0,7.8,Not vaccinated,Vomiting,Sneezing,Weakness,stop eating,Sneezing
Dog,Rottweiler,11.2,43.8,Allergies,foul smelling stools,Coughing,Diarrhea,Pain,Diarrhea
Dog,Rottweiler,2.5,37.0,Previous heart condition,Tail shaking,Pain,Difficulty walking,Coughing,Weight loss
Dog,Golden Retriever,2.6,35.9,Allergies,Fever,Respiratory distress,Seizuers,Hyperesthesia,Sudden death
cat,Mixed Breed,2.2,7.4,Not vaccinated,Weight loss,Fever,Wool loss,Weight loss,Diarrhea
Dog,Labrador Retriever,5.1,32.6,Recent surgery,Weakness,Apathy,Lethargy,Weakness,Pain
Dog,Beagle,5.2,19.2,Parasite history,Liquid Dropping,Vomiting,Oedema,Pain,Anorexia
cat,Persian,7.3,2.5,Previous kidney disease,Fever,Coughing,Vomiting,Sneezing,Vomiting
cat,Siamese,9.9,6.0,Previous kidney disease,Smell,Diarrhea,loss of appetite,Excess sleeping,Folded Ears
cat,British Shorthair,10.6,7.4,Skin conditions history,Fever,Diffulty Swallowing,Lethargy,Diarrhea,Fever
Dog,Golden Retriever,4.7,28.5,Dental issues,Lethargy,Sneezing,Coughing,Pain,Tenderness
cat,Persian,2.0,3.8,No previous conditions,Fever,Fever,Weight loss,Vomiting,Weakness
cat,Ragdoll,7.3,7.6,Previous kidney disease,Fever,Succumb,Sluggish,Anorexia,Pains
Dog,Beagle,2.1,25.0,Parasite history,Normal appetite,Diarrhea,Swelling may occur under jaw,Weight loss,Drop in milk production
Dog,Boxer,4.7,20.8,Allergies,Diarrhea with muscus,Tensemus,Watery Stool,Flatulence,Pains
cat,British Shorthair,11.1,4.9,Chronic illness,Lethargy,Weakness,Sloughing of the tail,Lethargy,Vomiting
cat,Sphynx,4.0,3.5,Recent surgery,Ataxia,Depression,Fever,Stumbling,loss of appetite
Dog,Golden Retriever,4.1,38.9,Not vaccinated,Weakness,Pain,Vomiting,Pain,Vomiting
cat,Bengal,17.3,5.8,Chronic illness,Sinuses,Swollen Eyelids,Skin rashes,Sneezing,Misshapen Beak
Dog,Bulldog,13.6,30.0,Vaccinated,Lethargy,Sneezing,Fever,Weight loss,Fever
cat,British Shorthair,8.6,3.4,Previous kidney disease,Sneezing,Weight loss,Coughing,Wandering,Skeleten abnormalities
cat,Sphynx,4.2,6.7,Allergies,Sneezing,Sneezing,Weakness,Coughing,Weakness
Dog,Rottweiler,7.4,34.9,Allergies,Anorexia,Pain,Anorexia,Easily damage shell,Weakness
Dog,German Shepherd,8.7,36.3,Parasite history,Swollen lymph nodes,Difficulty walking,Watery Stool,Lethargy,Vaginal Discharge
Dog,Rottweiler,14.9,45.0,Not vaccinated,Loss of appetite,Swelling,Nasal Discharge,Blindness,Lethargy
cat,Sphynx,3.4,4.6,No previous conditions,Watery Eyes,Eye closed,Weight loss,Sneezing,Nervous Issue
Dog,Poodle,5.1,6.4,Dental issues,Sneezing,Exercise in tolerance,Drooping ears,Fever,Coughing
cat,Scottish Fold,17.2,3.0,Dental issues,Fever,Ataxia,Aggressiveness,Depression,Obscure Lameness
Dog,Beagle,4.8,25.5,Chronic illness,Fever,Sneezing,Diarrhea,Vomiting,Oedema
cat,Ragdoll,13.0,8.0,Parasite history,Fever,Depression,loss of appetite,Stumbling,Ataxia
cat,Sphynx,18.0,3.9,Vaccinated,Anorexia,Coughing,Weakness,Sneezing,Facial Swelling
cat,Bengal,2.9,5.6,Skin conditions history,Smell of ammonia,Ulcer,Depression,Swelling,Pains
Dog,Beagle,5.6,20.0,Previous kidney disease,Sneezing,Weakness,Stopped eat,Swollen Abdomen,Coughing
cat,British Shorthair,12.5,5.0,Chronic illness,Pain,Weakness,Coughing,vomiting,Pustulses
Dog,Golden Retriever,12.4,33.9,Allergies,Fever,Pain,Vomiting,Diarrhea,Anorexia
cat,Siamese,17.8,4.0,Dental issues,Fever,Hepatitis,Skin rashes,Weight loss,Pain
Dog,Mixed Breed,7.8,35.7,Parasite history,Diarrhea,dizziness and fainting,Scartching ear,Weakness,Coughing
Dog,Rottweiler,8.8,30.0,Vaccinated,Sneezing,Anorexia,Coughing,Diarrhea,Anorexia
cat,Ragdoll,9.3,7.5,Not vaccinated,Fever,Mummification,Coughing,Weakness,listlessness
Dog,German Shepherd,13.8,45.0,Previous kidney disease,Restlessness,Weakness,Blue straws,Death,Pain
Dog,Rottweiler,7.4,30.4,Skin conditions history,Fever,Coughing,Chronic eye inflamation,Lethargy,Neurologic abnormalities
Dog,Boxer,14.8,18.6,Allergies,Loss of Appetite,Ruffled feathers,Overweight,Diarrhea,Depression
cat,Ragdoll,9.1,6.8,Parasite history,stumbling,wasting,listlessness,drooling,urination problem
cat,British Shorthair,7.6,4.6,Not vaccinated,dry or tacky gums,lying down,reduced appetite,dull ness,sweating
Dog,German Shepherd,14.9,39.0,Dental issues,Pains,Death,Malpresentation,Uteria inertia,Fetopelvic dispropotion
cat,Mixed Breed,9.9,5.5,Chronic illness,loss of appetite,Depression,Paralyzed leg,Weight loss,Anemia
cat,Sphynx,14.2,6.6,Previous heart condition,Misshapen Beak,Sneezing,Sinuses,Skin rashes,Swollen Eyelids
cat,Maine Coon,5.4,8.5,Skin conditions history,Watering of eyes,Redness of white of the eye,Swelling of eyelid,Cornea become cloudy,Tear production
cat,Mixed Breed,12.5,4.0,Allergies,Passing of undigested food,Diarrhea,Vomiting,Gas or bloating,Dehydration
cat,Scottish Fold,17.3,4.6,Not vaccinated,Tremor of head and neck,Blindness,Kicking at the belly,Exercise in tolerance,Pains
Dog,Beagle,8.6,23.3,No previous conditions,Fever,Dullness,Dullness,Skin Rashes,Pains
cat,Persian,18.0,5.8,Dental issues,Black stool,Pain,Lethargy,Weight loss,Lethargy
cat,Mixed Breed,16.3,5.5,Previous heart condition,Sickness,Diarrhea,Weight loss,Nausea,Dehydration
cat,Bengal,14.7,6.2,Skin conditions history,Weakness,Pain,Vomiting,Weight loss,Coughing
Dog,Golden Retriever,7.0,33.7,Vaccinated,Weakness,Lethargy,Vomiting,Sneezing,Pain
cat,Persian,9.2,5.7,Not vaccinated,Cessation of eructation,Difficulty in breathing,Depression,Anorexia,Colic
cat,Siamese,8.9,6.0,Dental issues,Sneezing,Vomiting,Weight loss,Weight loss,Sneezing
Dog,Mixed Breed,12.8,5.0,Previous heart condition,Weight loss,Fever,Vomiting,Pain,Fever
Dog,Yorkshire Terrier,5.9,7.4,Dental issues,Coughing,Vomiting,Pain,dry or tacky gums,Anorexia
cat,Mixed Breed,6.5,4.9,Allergies,Fever,Diarrhea,Decreased appetite,Vomiting,Bloody
cat,Sphynx,0.5,4.8,Recent surgery,Weakness,Weakness,Coughing,Lethargy,Lethargy
cat,Bengal,17.0,2.5,Previous kidney disease,Vomiting,anaemia,Pain,Weight loss,Anorexia
cat,Scottish Fold,7.1,4.6,Allergies,diarrhoea,Pain,Pain,Pain,Pain
cat,Scottish Fold,9.7,6.8,Parasite history,Emaciation,Difficulty in breathing,Vomiting,Weakness,Diarrhea
cat,Ragdoll,1.1,9.4,Parasite history,Mortality,Painfull,Coughing,Weight loss,Nasal Discharge
cat,Persian,14.6,4.5,Allergies,Fever,Hepatitis,Skin rashes,Weight loss,Pain
Dog,Yorkshire Terrier,5.6,4.8,Recent surgery,Intellectual disability,Fever,Skin infection,Abortion on late pregancy,Weakness
cat,Bengal,2.5,5.2,Vaccinated,Willnot run to jump,Week legs,Pain on leg,Swelling ,Limping
cat,Persian,13.7,5.0,Chronic illness,Coughing,Weakness,Lethargy,Weakness,Lethargy
Dog,Bulldog,0.5,22.6,Not vaccinated,Sneezing,Milk getting out more watery,Fever,Sneezing,Weakness
cat,Mixed Breed,14.8,4.2,No previous conditions,Strange behaviour,Coughing,Sneezing,Weakness,Diarrhea
cat,Sphynx,0.5,3.8,Allergies,Vomiting,rapid pulse and heart rates,egg production decreases,Diarrhea,Lethargy
cat,Bengal,12.3,5.3,Not vaccinated,wasting,stumbling,listlessness,drooling,urination problem
cat,Persian,13.5,3.5,Dental issues,Vomiting,Anorexia,Vomiting,Weight loss,Flaky
cat,Ragdoll,10.3,7.5,Recent surgery,Pain,Anorexia,Coughing,Sneezing,Sneezing
cat,British Shorthair,4.7,5.5,No previous conditions,Fever,Pain,Lethargy,Sneezing,Fever
cat,Persian,10.2,3.0,Not vaccinated,Lethargy,Lethargy,Weakness,Anorexia,Coughing
cat,Ragdoll,9.5,6.5,Vaccinated,Pain,Pain,Weakness,Weight loss,Vomiting
cat,Siamese,8.4,5.6,Previous kidney disease,muscular spasms,Rump,difficulty breating,Fever,Vomiting
Dog,Beagle,11.3,24.0,Skin conditions history,Foot Hot,Weight loss,Anorexia,Vomiting,Headache
Dog,Bulldog,0.7,19.0,Vaccinated,Poor growth,Short stature,Enlargement of bones,Lameness,Weigth bearing long bones
Dog,Mixed Breed,13.8,5.0,Chronic illness,Fever,Sneezing,Enlarged lymph nodes or Swelling,Coughing,Vomiting
Dog,Rottweiler,1.2,38.7,Parasite history,Sneezing,Weakness,Coughing,Lethargy,Dejection
cat,Bengal,12.2,3.1,Previous kidney disease,unable to urinate,Lightheadedness ,droopiness,rectal bleeding,swollen abdomen
Dog,Boxer,7.8,23.3,Previous heart condition,Reduce growth,Ocular discharge,Gas,Lethargy,Pain
cat,Ragdoll,14.7,8.1,Previous heart condition,listlessness,wasting,stumbling,drooling,urination problem
cat,Scottish Fold,18.0,4.9,Recent surgery,Fever,Vomiting,Lethargy,Pain,Fever
Dog,Beagle,0.5,21.3,Skin conditions history,Pain,Diarrhea,Sneezing,Fever,Coughing
cat,Persian,7.1,6.5,Chronic illness,Spread of infection,Skeleten pain,Pustulses,Lesions ,Coughing
Dog,Mixed Breed,4.8,21.0,Vaccinated,Weight loss,Weight loss,Fever,Gas or bloating,Berberi
cat,Persian,4.4,5.2,Previous heart condition,Fever,Lethargy,Blindness,Inappentence,Increased in breathing
cat,Mixed Breed,15.4,3.9,Dental issues,Fever,Rhinorrhea,Coughing,Sneezing,Dehydration
cat,Bengal,7.2,3.3,Dental issues,Diarrhea,Vomiting,Anorexia,Fever,swollen lymph nodes
Dog,Labrador Retriever,10.0,33.1,Skin conditions history,Fever,diffuse,Vomiting,Anorexia,Pain
cat,Ragdoll,9.1,6.8,No previous conditions,Weight loss,Vomiting,Diarrhea,loss of wariness,Fever
cat,Bengal,12.6,7.9,Parasite history,Depression,Fever,Diarrhea,Pain,Vomiting
Dog,Poodle,5.3,4.5,Vaccinated,Weakness,Coughing,Painfull Swalling,Lethargy,Diarrhea
Dog,Rottweiler,6.0,25.1,No previous conditions,Weight loss,Weakness,Sneezing,Diarrhea,Weakness
cat,Mixed Breed,12.4,7.9,Previous kidney disease,Anorexia,Diarrhea,Weakness,Weakness,Sneezing
Dog,Golden Retriever,3.9,37.0,Previous kidney disease,Vomiting,Sneezing,Reduce Lamp marking,Anorexia,Pale gums
cat,Ragdoll,5.1,7.9,Previous kidney disease,Dejection,Diarrhea,Lesion,Loss of appetite,Slow growth
cat,British Shorthair,14.0,4.1,Allergies,nasal discharge,swelling,fever,drooling,tiredness
cat,Maine Coon,8.2,7.4,Previous heart condition,Acting unnaturally tame,Diarrhea,Coughing,Vomiting,Neck paralysis
Dog,German Shepherd,7.6,30.7,Allergies,Weight loss,Anorexia,Coughing,Vomiting,Vomiting
Dog,Bulldog,10.5,26.5,Parasite history,Weight loss,Fever,Weight loss,Fever,Weakness
Dog,Bulldog,2.2,16.7,Skin conditions history,Anversion to light,Fever,Sneezing,Ulcerated muscle,Severe
cat,Scottish Fold,10.8,6.0,Parasite history,Polyuria,Loss of  appetite,Vomiting,Weight loss,Polydipsa
Dog,Rottweiler,7.2,34.1,Dental issues,Weakness,Weight loss,Sneezing,muscular stiffness,Red skin
Dog,German Shepherd,7.1,36.4,Dental issues,Fever,Pain,Swollen lymph nodes,Weakness,Vomiting
Dog,Golden Retriever,0.5,32.9,Vaccinated,Sneezing,Anorexia,Pain,Weakness,Fast breathing
Dog,Poodle,9.7,3.0,Chronic illness,Scabs,Weight loss,Fever,Vomiting,Fever
cat,Persian,12.6,4.6,Skin conditions history,Fever,Wasting,Dehydration,Deability,Weakness
Dog,Poodle,0.5,3.5,Previous kidney disease,Diarrhea,Fever,Lethargy,Weakness,Bloody droping
Dog,Labrador Retriever,7.9,30.8,Skin conditions history,Limping,Depression,Inflammed eye,Sneezing,Fever
cat,Bengal,3.7,5.3,Recent surgery,Weight loss,Diarrhea,Diarrhea,Fever,Weight loss
Dog,German Shepherd,10.3,43.8,Parasite history,Abdominal pain,Diarrhea,Malpresentation,Shock,Anorexia
cat,Scottish Fold,8.4,7.7,Dental issues,Weakness,Weakness,Diarrhea,Beak overgrowth,Coughing
cat,Siamese,12.1,3.8,Vaccinated,Ulcers,Lesions ,Scabs,Lumps,"Bumps(black,grey or red)"
cat,Maine Coon,8.6,10.0,Allergies,Difficulty in Walk,Pains,Swollen,Hot joints,Pustulses
cat,Scottish Fold,16.4,5.8,Vaccinated,Tenderness,Foot Hot,Facial Paralysis,Weight loss,Pains
Dog,Yorkshire Terrier,8.0,3.4,No previous conditions,Weakness,Stiffness,Trembling,White mark on the muscle,Loss of vitamin E
Dog,Golden Retriever,3.0,37.3,Not vaccinated,Anorexia,Sneezing,Crusty,Diarrhea,Aneamia
Dog,Bulldog,6.7,15.8,Dental issues,Pain,Pain,Vomiting,Milky Hard,Coughing
cat,Persian,14.2,8.0,No previous conditions,Skin issue,Lethargy,Fever,Weakness,Watering
Dog,Bulldog,0.5,30.0,Previous heart condition,Coughing,Vomiting,Diarrhea,Cell Damage,drooping ears
Dog,German Shepherd,8.5,39.4,Chronic illness,Weight loss,Coughing,Nesting behaviour,Swelling of udder,Swelling of internal organs
cat,Maine Coon,12.6,7.3,Chronic illness,Fever,Rhinorrhea,Coughing,Sneezing,Nasal Discharge
cat,Scottish Fold,14.7,2.5,Chronic illness,Weakness,Sneezing,Weakness,Coughing,Sneezing
Dog,Golden Retriever,7.7,25.8,Vaccinated,Fever,Uncharacteristic hiding,Depression,Dehydration,Stopped eat
cat,Sphynx,6.2,5.9,Dental issues,Anorexia,Stillbirth,Sweat,Sneezing,swelling
cat,Bengal,11.1,4.4,Previous heart condition,sudden death,high temperature,rapid pulse and heart rates,Depression,trembling
Dog,Yorkshire Terrier,2.5,7.7,Chronic illness,Gums,swelling,Fever,Weight loss,Coughing
cat,British Shorthair,5.1,4.1,No previous conditions,Anorexia,Diarrhea,Coughing,Weakness,Weight loss
Dog,Poodle,7.0,9.1,Not vaccinated,Vomiting,Fever,Nausea,Diarrhea,Stomach cramps
Dog,Golden Retriever,7.1,45.0,Not vaccinated,loss of appetite,thirst,ruffled feathers,Closed eyes,Diarrhea
cat,Maine Coon,7.6,7.2,Skin conditions history,Pain,Chills,Nausea,Fever,Headache
Dog,Boxer,12.5,29.7,Not vaccinated,Immediate death,Difficulty in breathing,Blue colored lip,Bloody discharge,Neurologic abnormalities
Dog,German Shepherd,9.1,40.7,Previous kidney disease,depression,lameness in affected leg,loss of appetite,rapid pulse and heart rates,fever
Dog,Rottweiler,8.9,30.4,Parasite history,Weight loss,Fever,Loss of appetite,Vomitting,Weakness
cat,Siamese,2.3,3.0,Parasite history,Fever,Diarrhea,Swollen Abdomen,Vomiting,Difficulty in Breathing
Dog,Poodle,14.6,9.7,Skin conditions history,Sneezing,Weight loss,Immediate death,Fever,Weakness
Dog,German Shepherd,15.0,29.8,Chronic illness,Weight loss,Fever,Diarrhea,Vomiting,Bloody
Dog,Yorkshire Terrier,4.6,5.0,Chronic illness,Anorexia,Anorexia,Diarrhea,Lethargy,Fever
Dog,Boxer,13.7,16.4,Chronic illness,Fever,weakened legs,los of the ability to walk,Mammary glads,Fluif filled blisters
cat,Persian,9.2,2.5,Vaccinated,Swelling of eye,Fever,Lethargy,Lethargy,Swollen Eyelids
cat,Sphynx,17.7,6.1,Not vaccinated,Undigested in their feces,Loss of Appetite,Loss of pigment,Weakness,Bloody in feather
cat,Bengal,6.0,7.6,Chronic illness,wasting,stumbling,listlessness,drooling,urination problem
cat,Mixed Breed,5.8,6.6,Parasite history,Anorexia,Coughing,Coughing,Rough Hair coat,Anorexia
Dog,German Shepherd,8.7,28.3,Recent surgery,Fever,Difficulty breathing,Thrist and urination,Weight loss,Enlarged lymph nodes or Swelling
Dog,Rottweiler,10.5,25.0,Vaccinated,Weakness,Swaying,Weakness,Weight loss,Sweat
cat,Maine Coon,10.7,8.0,No previous conditions,Reduce feed,Fever,Fever,Pain,Pain
cat,Bengal,2.7,6.2,Chronic illness,fever,mild colic,loss of tail tone,loss of appetite,depression
cat,Ragdoll,15.3,7.7,Chronic illness,Polyuria,Loss of  appetite,Vomiting,Weight loss,Polydipsa
Dog,Mixed Breed,3.0,36.4,Previous heart condition,Pain,Diarrhea,Anorexia,Diarrhea,Fever
Dog,Mixed Breed,5.4,12.0,Skin conditions history,loss of appetite,Hyper sensitivity,Excitability,Nervousness,Weakness
Dog,Bulldog,7.1,15.0,Chronic illness,Anorexia,Difficult in walking,Sneezing,Easily damage shell,Diarrhea
cat,Siamese,0.5,7.7,Dental issues,Vomiting,coughing ,Anorexia,Pain,Change in gait
Dog,Labrador Retriever,3.8,39.2,Allergies,Lethargy,Bleeding in eye and skin,Vomiting,Blood in urine,Diarrhea
Dog,Rottweiler,7.5,33.7,Parasite history,Diarrhea,Anorexia,Diarrhea,Coughing,Increased in breathing
cat,Mixed Breed,15.6,5.4,Parasite history,Diarrhea,Fever,Anorexia,Diarrhea,Bloody droping
Dog,Beagle,10.4,20.0,Dental issues,Sneezing,Weakness,Weight loss,Sneezing,Tremors
cat,British Shorthair,17.1,5.0,Previous kidney disease,sudden death,high temperature,difficulty breating,Weight loss,trembling
cat,Bengal,1.9,4.0,Vaccinated,Facial Swelling,Lacrimation,Diarrhea,Anorexia,Nasal Discharge
cat,Maine Coon,14.7,7.6,Dental issues,Aggressiveness,Weakness,Coughing,Fever,Liver disease
Dog,Poodle,1.0,6.8,Dental issues,Diarrhea,Anorexia,Weakness,Vomiting,Lethargy
cat,Bengal,12.1,4.4,Not vaccinated,Weakness,Sneezing,loss of alertness,Coughing,Vomiting
Dog,Bulldog,0.5,17.4,Not vaccinated,Sneezing,Sneezing,Cessation of eructation,Fever,Vomiting
Dog,Bulldog,1.8,25.1,Chronic illness,Legness,Paresis,Weight loss,Shortness of breath,Coughing
Dog,Golden Retriever,0.5,38.7,Parasite history,Pain,Pain,Stealing ,Coughing,Stillbirth
cat,British Shorthair,6.5,6.1,Not vaccinated,Pain,high body temperaure,Coughing,Sneezing,Coughing
Dog,Beagle,7.6,23.2,Previous kidney disease,Weight loss,Nasal Discharge,Seizuers,Convulsion,Sneezing
Dog,Golden Retriever,7.4,42.9,Recent surgery,Weakness,Fever,Milk getting out more thick,Fever,Weight loss
Dog,Golden Retriever,3.9,35.1,Chronic illness,Dyspnea,Difficulty in breathing,Coughing,Lethargy,Nasal Discharge
cat,Sphynx,2.6,5.5,Recent surgery,Fever,Severe headache,Vomiting,Coughing,Fatique
cat,Bengal,9.9,2.5,No previous conditions,Coughing,Coughing,Coughing,Listless,Coughing
cat,Mixed Breed,13.5,3.4,Skin conditions history,Diarrhea,Coughing,Sneezing,Weakness,Pain
Dog,Labrador Retriever,14.9,45.0,No previous conditions,Gasping,coughing ,twisted neck,mild weakness,droopy wings
cat,British Shorthair,4.3,5.9,No previous conditions,Overweight,Loss of Appetite,Ruffled feathers,Depression,Diarrhea
cat,Scottish Fold,17.4,3.7,Skin conditions history,Emaciation,Difficulty in breathing,Vomiting,Weakness,Diarrhea
Dog,Poodle,6.3,5.6,No previous conditions,Fever,Tiredness,Skin rashes,Pain,Headache
cat,Sphynx,8.8,6.2,Allergies,Vomiting,Weakness,Anorexia,Continuous loss of weight,Coughing
Dog,Labrador Retriever,7.4,44.5,No previous conditions,Vomiting,Fever,Weakness,Sneezing,Diarrhea
cat,Sphynx,12.7,6.1,Recent surgery,Diffulty chewing,Fever,Pain,Animal become lame,Weakness
cat,Mixed Breed,14.1,3.8,Dental issues,Fever,Rhinorrhea,Coughing,Sneezing,Dehydration
cat,British Shorthair,16.3,6.6,Chronic illness,Floopy muscle,Speech delay,Intellectual disability,Walking problem,Eye movements
cat,Sphynx,3.1,5.4,Previous kidney disease,Papules appear on teats anad udder,Anorexia,Black stool,Coughing,Lethargy
cat,Scottish Fold,7.7,6.5,Dental issues,Lethargy,Loss of appetite,Difficulty in Swallowing,Weakness,Vision Problem
cat,Bengal,9.1,3.3,Previous kidney disease,Upset stomach,Diarrhea,Vomiting,Muscle pain,Muscle stiffness
cat,British Shorthair,11.1,5.7,Previous kidney disease,Facial Paralysis,Weight loss,Foot Hot,Tenderness,Pains
cat,Siamese,5.9,3.8,Dental issues,Fever,Seizures,Hydrophobia,Jaw is dropped,Shyness or aggression
cat,Ragdoll,3.9,6.3,No previous conditions,Tear production,Watering of eyes,Redness of white of the eye,Swelling of eyelid,Cornea become cloudy
